,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
29,1993,237,4311,949,4.5,36,11,241,262,508,3021,19,25,5.5,141,402,1290,6,3.2,80,89,765,20,,,,,,,,,,,,,,,,,
30,1992,267,4771,994,4.8,29,9,281,299,511,3065,17,20,5.5,165,438,1706,12,3.9,100,91,754,16,,,,,,,,,,,,,,,,,
31,1991,199,4001,922,4.3,47,18,249,250,495,2572,13,29,4.7,147,371,1429,9,3.9,79,88,780,23,,,,,,,,,,,,,,,,,
32,1990,264,4475,911,4.9,43,19,238,245,448,2849,18,24,5.7,142,410,1626,7,4.0,83,77,651,13,,,,,,,,,,,,,,,,,
33,1989,320,4842,1025,4.7,37,9,288,302,570,3335,23,28,5.4,174,412,1507,10,3.7,84,104,881,30,,,,,,,,,,,,,,,,,
34,1988,261,5061,998,5.1,52,16,295,253,512,3308,16,36,6.1,173,452,1753,11,3.9,91,102,816,31,,,,,,,,,,,,,,,,,
35,1987,286,4381,954,4.6,31,14,263,264,517,3016,22,17,5.4,168,394,1365,7,3.5,62,115,894,33,,,,,,,,,,,,,,,,,
36,1986,239,4361,970,4.5,42,17,273,245,459,2498,13,25,4.9,142,455,1863,12,4.1,100,83,661,31,,,,,,,,,,,,,,,,,
37,1985,294,4766,982,4.9,48,22,291,269,508,3122,22,26,5.7,162,434,1644,11,3.8,95,103,751,34,,,,,,,,,,,,,,,,,
38,1984,335,5321,1091,4.9,43,20,344,334,563,3545,22,23,5.8,209,483,1776,17,3.7,114,118,875,21,,,,,,,,,,,,,,,,,
39,1983,241,4477,1005,4.5,37,13,249,300,528,3124,18,24,5.4,157,428,1353,9,3.2,72,94,832,20,,,,,,,,,,,,,,,,,
40,1982,158,2895,587,4.9,23,12,163,164,308,1943,9,11,6.1,105,268,952,6,3.6,52,38,297,6,,,,,,,,,,,,,,,,,
41,1981,315,5160,950,5.4,28,14,269,239,473,3429,20,14,7.0,159,458,1731,13,3.8,95,89,779,15,,,,,,,,,,,,,,,,,
42,1980,271,5059,1031,4.9,38,21,281,256,530,3220,20,17,5.8,154,477,1839,9,3.9,102,90,840,25,,,,,,,,,,,,,,,,,
43,1979,273,5049,1055,4.8,41,15,267,183,434,2612,19,26,5.9,137,609,2437,13,4.0,107,102,905,23,,,,,,,,,,,,,,,,,
44,1978,241,3801,962,4.0,38,20,238,151,361,1703,12,18,4.1,101,549,2098,16,3.8,111,100,860,26,,,,,,,,,,,,,,,,,
45,1977,103,2693,834,3.2,46,16,168,131,321,1269,3,30,3.4,69,465,1424,4,3.1,84,88,717,15,,,,,,,,,,,,,,,,,
46,1976,125,3006,859,3.5,37,17,191,181,376,1503,9,20,3.5,93,433,1503,5,3.5,71,109,875,27,,,,,,,,,,,,,,,,,
