,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
27,1996,372,5225,1088,4.8,25,9,332,316,563,3432,25,16,5.6,190,478,1793,14,3.8,114,90,678,28,,,,,,,,,,,,,,,,,
28,1995,349,5192,975,5.3,32,14,288,334,586,3753,29,18,6.1,184,364,1439,7,4.0,76,103,835,28,,,,,,,,,,,,,,,,,
29,1994,276,4792,990,4.8,41,22,267,289,542,3236,21,19,5.5,158,404,1556,5,3.9,84,90,618,25,,,,,,,,,,,,,,,,,
30,1993,187,4052,986,4.1,20,9,239,272,510,2541,11,11,4.5,133,423,1511,3,3.6,89,105,773,17,,,,,,,,,,,,,,,,,
31,1992,274,3919,934,4.2,27,10,248,227,435,1943,16,17,4.0,114,454,1976,11,4.4,112,98,755,22,,,,,,,,,,,,,,,,,
32,1991,263,4969,993,5.0,42,20,286,290,511,3158,14,22,5.8,162,449,1811,11,4.0,96,107,845,28,,,,,,,,,,,,,,,,,
33,1990,360,5063,943,5.4,35,12,277,237,425,2943,25,23,6.4,151,484,2120,16,4.4,107,83,627,19,,,,,,,,,,,,,,,,,
34,1989,404,6101,1083,5.6,32,19,348,288,513,3618,32,13,6.5,183,529,2483,17,4.7,136,85,637,29,,,,,,,,,,,,,,,,,
35,1988,448,6057,985,6.1,27,13,351,225,392,3347,28,14,7.9,165,563,2710,27,4.8,159,82,647,27,,,,,,,,,,,,,,,,,
36,1987,285,5377,1045,5.1,32,12,319,255,475,3213,17,20,6.3,159,538,2164,13,4.0,130,99,791,30,,,,,,,,,,,,,,,,,
37,1986,409,6490,1046,6.2,36,16,348,287,497,3957,25,20,7.5,183,521,2533,24,4.9,134,111,847,31,,,,,,,,,,,,,,,,,
38,1985,441,5900,1062,5.6,29,16,344,302,518,3717,31,13,6.6,191,503,2183,20,4.3,125,110,795,28,,,,,,,,,,,,,,,,,
39,1984,339,5480,1081,5.1,39,17,339,306,496,3301,17,22,6.1,179,540,2179,18,4.0,135,85,693,25,,,,,,,,,,,,,,,,,
40,1983,346,5287,1036,5.1,33,15,327,290,454,3183,14,18,6.4,179,542,2104,24,3.9,127,99,837,21,,,,,,,,,,,,,,,,,
41,1982,232,3288,606,5.4,16,7,207,219,310,2339,12,9,6.9,123,269,949,13,3.5,63,56,475,21,,,,,,,,,,,,,,,,,
42,1981,421,5968,1078,5.5,24,12,361,332,550,3995,30,12,6.8,210,493,1973,19,4.0,124,109,896,27,,,,,,,,,,,,,,,,,
43,1980,244,4884,1060,4.6,33,8,283,281,510,2815,17,25,5.1,147,513,2069,9,4.0,111,118,949,25,,,,,,,,,,,,,,,,,
44,1979,337,4639,1049,4.4,29,14,289,228,426,2310,17,15,4.7,131,560,2329,23,4.2,138,88,744,20,,,,,,,,,,,,,,,,,
45,1978,252,4872,1034,4.7,49,19,271,250,470,2741,14,30,5.4,141,526,2131,10,4.1,105,110,956,25,,,,,,,,,,,,,,,,,
46,1977,238,4194,904,4.6,32,16,248,192,385,2333,12,16,5.6,112,488,1861,10,3.8,110,89,859,26,,,,,,,,,,,,,,,,,
47,1976,335,4300,878,4.9,35,20,238,187,360,2191,21,15,5.5,110,481,2109,15,4.4,114,79,700,14,,,,,,,,,,,,,,,,,
48,1975,340,5060,966,5.2,34,20,295,255,433,3241,23,14,6.9,166,499,1819,20,3.6,107,88,783,22,,,,,,,,,,,,,,,,,
49,1974,283,4489,835,5.4,31,18,260,224,353,2511,18,13,6.4,131,445,1978,14,4.4,115,78,653,14,,,,,,,,,,,,,,,,,
50,1973,286,4512,871,5.2,26,14,252,180,332,2276,18,12,6.4,108,515,2236,13,4.3,124,83,799,20,,,,,,,,,,,,,,,,,
51,1972,299,4317,899,4.8,29,18,255,219,384,2321,10,11,5.7,122,491,1996,16,4.1,112,76,738,21,,,,,,,,,,,,,,,,,
52,1971,284,4266,867,4.9,23,12,236,214,365,2124,15,11,5.2,115,462,2142,14,4.6,109,82,921,12,,,,,,,,,,,,,,,,,
53,1970,312,3927,831,4.7,23,12,210,172,339,1870,12,11,5.1,97,461,2057,16,4.5,100,71,831,13,,,,,,,,,,,,,,,,,
54,1969,280,3868,728,5.3,38,23,172,163,308,2345,22,15,6.4,95,363,1523,10,4.2,66,50,556,11,,,,,,,,,,,,,,,,,
55,1968,215,3426,772,4.4,21,10,171,167,313,1619,8,11,4.6,73,421,1807,14,4.3,85,55,586,13,,,,,,,,,,,,,,,,,
