,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
33,1991,349,5406,1019,5.3,21,9,327,300,485,3105,18,12,6.0,177,499,2301,17,4.6,133,91,684,17,,,,,,,,,,,,,,,,,
34,1990,242,4547,968,4.7,27,8,268,257,462,2716,14,19,5.4,145,461,1831,11,4.0,110,95,759,13,,,,,,,,,,,,,,,,,
35,1989,379,5696,1045,5.5,23,8,337,315,513,3543,21,15,6.4,180,493,2153,19,4.4,139,106,831,18,,,,,,,,,,,,,,,,,
36,1988,380,5781,1072,5.4,31,15,359,298,491,3275,19,16,6.4,173,557,2506,22,4.5,155,103,734,31,,,,,,,,,,,,,,,,,
37,1987,335,5445,1013,5.4,32,16,314,295,494,3247,21,16,6.3,176,498,2198,18,4.4,115,103,850,23,,,,,,,,,,,,,,,,,
38,1986,405,6050,1058,5.7,27,14,337,290,485,3557,22,13,6.9,177,540,2493,23,4.6,144,82,596,16,,,,,,,,,,,,,,,,,
39,1985,320,5767,1034,5.6,41,18,314,257,487,3511,21,23,6.7,160,509,2256,15,4.4,135,112,854,19,,,,,,,,,,,,,,,,,
40,1984,298,5420,1051,5.2,36,12,314,310,551,3265,22,24,5.5,172,458,2155,16,4.7,130,93,772,12,,,,,,,,,,,,,,,,,
41,1983,250,5039,989,5.1,43,17,288,277,480,3002,19,26,5.7,147,460,2037,11,4.4,122,95,837,19,,,,,,,,,,,,,,,,,
42,1982,131,2312,548,4.2,27,8,147,119,226,1027,7,19,4.0,65,293,1285,7,4.4,77,57,461,5,,,,,,,,,,,,,,,,,
43,1981,275,5363,1039,5.2,33,15,296,297,509,3331,23,18,6.1,160,492,2032,10,4.1,124,104,886,12,,,,,,,,,,,,,,,,,
44,1980,305,5224,1062,4.9,45,17,309,290,505,3206,21,28,6.0,185,530,2018,13,3.8,107,108,923,17,,,,,,,,,,,,,,,,,
45,1979,257,4439,938,4.7,38,15,238,230,418,2737,17,23,6.0,135,484,1702,9,3.5,87,107,834,16,,,,,,,,,,,,,,,,,
46,1978,254,5169,1021,5.1,53,21,298,256,437,2908,15,32,6.1,156,543,2261,15,4.2,120,99,865,22,,,,,,,,,,,,,,,,,
47,1977,197,3982,901,4.4,33,18,227,226,414,2233,10,15,5.1,117,467,1749,12,3.7,101,82,644,9,,,,,,,,,,,,,,,,,
48,1976,264,5081,892,5.7,29,18,268,195,347,2670,20,11,7.3,131,525,2411,14,4.6,125,94,716,12,,,,,,,,,,,,,,,,,
49,1975,222,3789,858,4.4,30,9,224,200,375,2021,9,21,4.9,113,443,1768,14,4.0,92,81,709,19,,,,,,,,,,,,,,,,,
50,1974,216,3806,807,4.7,33,17,208,200,372,2182,14,16,5.4,117,404,1624,7,4.0,83,67,525,8,,,,,,,,,,,,,,,,,
51,1973,150,3281,878,3.7,29,8,195,151,322,1290,5,21,3.5,78,511,1991,10,3.9,109,61,616,8,,,,,,,,,,,,,,,,,
52,1972,171,3297,770,4.3,46,20,186,178,348,1749,10,26,4.6,96,389,1548,8,4.0,76,70,659,14,,,,,,,,,,,,,,,,,
53,1971,174,3661,800,4.6,31,14,214,206,363,2000,10,17,5.0,111,403,1661,10,4.1,93,62,569,10,,,,,,,,,,,,,,,,,
54,1970,228,4004,808,5.0,38,15,226,234,403,2551,17,23,6.1,128,387,1453,8,3.8,82,68,704,16,,,,,,,,,,,,,,,,,
55,1969,332,4126,851,4.8,31,13,206,196,404,2637,25,18,6.1,126,422,1489,9,3.5,66,66,840,14,,,,,,,,,,,,,,,,,
56,1968,355,4884,808,6.0,40,18,240,179,342,2712,23,22,7.5,112,445,2172,19,4.9,116,70,655,12,,,,,,,,,,,,,,,,,
57,1967,407,4980,843,5.9,36,8,269,188,349,2835,31,28,7.5,133,466,2145,18,4.6,115,59,691,21,,,,,,,,,,,,,,,,,
58,1966,362,4611,857,5.4,46,15,237,198,425,3101,25,31,7.0,140,416,1510,15,3.6,83,79,852,14,,,,,,,,,,,,,,,,,
