,Year,PF (Points For),Yds,Offensive Plays,Y/P,TO,FL+,1stD,Cmp Passing,Att Passing,Yds Passing,TD Passing,Int Passing,NY/A Passing,1stD Passing,Att Rushing,Yds Rushing,TD Rushing,Y/A Rushing,1stD Rushing,Pen,Yds Penalties,1stPy,#Dr,Sc%,TO%,Start Average Drive,Time Average Drive,Plays Average Drive,Yds Average Drive,Pts Average Drive,3DAtt,3DConv,3D%,4DAtt,4DConv,4D%,RZAtt,RZTD,RZPct
34,1990,275,4878,986,4.9,27,19,279,316,534,3319,21,8,5.8,167,410,1559,8,3.8,91,87,655,21,,,,,,,,,,,,,,,,,
35,1989,301,5186,997,5.2,39,18,293,320,577,3860,23,21,6.2,198,373,1326,10,3.6,79,105,850,16,,,,,,,,,,,,,,,,,
36,1988,283,5106,978,5.2,32,15,286,277,505,3327,19,17,6.2,167,442,1779,7,4.0,97,77,628,22,,,,,,,,,,,,,,,,,
37,1987,283,4350,924,4.7,48,18,270,246,489,2800,25,30,5.2,155,388,1550,6,4.0,81,84,685,34,,,,,,,,,,,,,,,,,
38,1986,287,5102,1109,4.6,43,17,331,331,576,3543,21,26,5.7,197,486,1559,11,3.2,104,104,791,30,,,,,,,,,,,,,,,,,
39,1985,401,5815,1083,5.4,37,16,335,306,529,3653,26,21,6.4,188,508,2162,19,4.3,125,108,837,22,,,,,,,,,,,,,,,,,
40,1984,361,4914,1026,4.8,23,10,298,239,422,2453,23,13,5.1,142,549,2461,13,4.5,134,119,1025,22,,,,,,,,,,,,,,,,,
41,1983,337,4691,1024,4.6,39,16,289,271,496,2691,20,23,4.9,159,472,2000,11,4.2,108,96,814,22,,,,,,,,,,,,,,,,,
42,1982,160,2607,531,4.9,22,13,151,149,245,1633,11,9,5.9,81,255,974,8,3.8,58,52,459,12,,,,,,,,,,,,,,,,,
43,1981,378,5253,1002,5.2,34,17,303,287,471,3337,26,17,6.7,161,504,1916,17,3.8,127,118,1089,15,,,,,,,,,,,,,,,,,
44,1980,487,6218,1102,5.6,24,12,360,255,445,3112,31,12,6.6,155,630,3106,28,4.9,178,79,690,27,,,,,,,,,,,,,,,,,
45,1979,360,5535,1055,5.2,42,16,334,265,488,3066,24,26,5.7,168,521,2469,22,4.7,147,98,871,19,,,,,,,,,,,,,,,,,
46,1978,298,4884,1025,4.8,41,20,286,215,418,2464,21,21,5.5,130,574,2420,9,4.2,129,103,929,27,,,,,,,,,,,,,,,,,
47,1977,336,4622,940,4.9,25,15,272,154,290,1893,15,10,6.0,103,623,2729,21,4.4,153,104,972,16,,,,,,,,,,,,,,,,,
48,1976,346,4491,960,4.7,39,27,275,200,367,2202,18,12,5.4,121,554,2289,22,4.1,129,105,883,25,,,,,,,,,,,,,,,,,
49,1975,360,4317,889,4.9,39,23,251,206,354,2387,25,16,6.2,125,507,1930,15,3.8,105,77,726,21,,,,,,,,,,,,,,,,,
50,1974,263,3797,853,4.5,35,19,226,193,369,2039,17,16,5.0,105,447,1758,11,3.9,104,77,690,17,,,,,,,,,,,,,,,,,
51,1973,312,4580,917,5.0,30,14,271,176,337,2178,15,16,6.0,119,556,2402,17,4.3,131,69,751,21,,,,,,,,,,,,,,,,,
52,1972,361,4491,873,5.1,27,13,251,213,367,2402,21,14,6.1,129,482,2089,15,4.3,107,78,711,15,,,,,,,,,,,,,,,,,
53,1971,347,4438,852,5.2,45,25,260,175,333,2238,20,20,6.3,110,495,2200,18,4.4,129,98,967,21,,,,,,,,,,,,,,,,,
54,1970,347,4952,916,5.4,38,16,263,238,430,3061,19,22,6.8,150,469,1891,15,4.0,100,79,875,13,,,,,,,,,,,,,,,,,
55,1969,393,5018,822,6.1,22,10,242,200,382,3183,32,12,7.9,131,419,1835,15,4.4,88,81,773,23,,,,,,,,,,,,,,,,,
56,1968,327,4291,839,5.1,42,26,228,153,366,2186,25,16,5.5,109,439,2105,13,4.8,97,74,757,22,,,,,,,,,,,,,,,,,
57,1967,379,4928,902,5.5,32,10,276,207,410,2836,25,22,6.5,138,469,2092,22,4.5,114,83,824,24,,,,,,,,,,,,,,,,,
